County,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
"Baldwin County, AL",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0
"Blount County, AL",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0
"Calhoun County, AL",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Cullman County, AL",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Etowah County, AL",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Houston County, AL",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Jefferson County, AL",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0
"Lauderdale County, AL",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0
"Limestone County, AL",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Madison County, AL",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Mobile County, AL",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"Morgan County, AL",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Shelby County, AL",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0
"Tuscaloosa County, AL",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Walker County, AL",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0
"Anchorage Borough, AK",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45.0
"Anchorage Borough, AK",2008.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0
"Matanuska-Susitna Borough, AK",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Cochise County, AZ",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Coconino County, AZ",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Maricopa County, AZ",2008.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,404.0
"Maricopa County, AZ",2008.0,Drug poisonings (overdose) Suicide (X60-X64),D2,88.0
