County,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
"Baldwin County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40
"Blount County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11
"Calhoun County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20
"Cullman County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11
"DeKalb County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17
"Etowah County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22
"Houston County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10
"Jefferson County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,154
"Lee County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14
"Madison County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38
"Marshall County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24
"Mobile County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,64
"Montgomery County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12
"Morgan County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20
"St. Clair County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15
"Shelby County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38
"Tuscaloosa County, AL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24
"Anchorage Borough, AK",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,52
"Kenai Peninsula Borough, AK",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13
"Matanuska-Susitna Borough, AK",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13
"Prince of Wales-Outer Ketchikan Census Area, AK",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,Missing
"Prince of Wales-Outer Ketchikan Census Area, AK",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,Missing
"Prince of Wales-Outer Ketchikan Census Area, AK",2015.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Missing
"Skagway-Hoonah-Angoon Census Area, AK",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,Missing
"Skagway-Hoonah-Angoon Census Area, AK",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,Missing
"Skagway-Hoonah-Angoon Census Area, AK",2015.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Missing
"Wrangell-Petersburg Census Area, AK",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,Missing
"Wrangell-Petersburg Census Area, AK",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,Missing
"Wrangell-Petersburg Census Area, AK",2015.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,Missing
"Cochise County, AZ",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,28
"Coconino County, AZ",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15
"Gila County, AZ",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12
"Maricopa County, AZ",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,572
"Maricopa County, AZ",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,80
"Maricopa County, AZ",2015.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,54
"Mohave County, AZ",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45
"Mohave County, AZ",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13
"Navajo County, AZ",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10
"Pima County, AZ",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,186
"Pima County, AZ",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,38
"Pinal County, AZ",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,45
"Yavapai County, AZ",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29
"Yavapai County, AZ",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12
"Yavapai County, AZ",2015.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15
"Yuma County, AZ",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24
"Benton County, AR",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20
"Benton County, AR",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10
"Craighead County, AR",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12
"Garland County, AR",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16
"Pulaski County, AR",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36
"Sebastian County, AR",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15
"Washington County, AR",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16
"Alameda County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,176
"Alameda County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22
"Butte County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,63
"Contra Costa County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,93
"Contra Costa County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14
"El Dorado County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36
"Fresno County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,126
"Fresno County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15
"Humboldt County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35
"Imperial County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34
"Kern County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,196
"Kern County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15
"Kings County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12
"Lake County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27
"Los Angeles County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,645
"Los Angeles County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,74
"Los Angeles County, CA",2015.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11
"Madera County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24
"Marin County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14
"Mendocino County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15
"Merced County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29
"Merced County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10
"Monterey County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38
"Napa County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17
"Nevada County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17
"Orange County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,307
"Orange County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,61
"Orange County, CA",2015.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13
"Placer County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33
"Riverside County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,295
"Riverside County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,38
"Sacramento County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,238
"Sacramento County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23
"Sacramento County, CA",2015.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,22
"San Bernardino County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,72
"San Bernardino County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25
"San Diego County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,340
"San Diego County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,73
"San Francisco County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,179
"San Francisco County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13
"San Joaquin County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,105
"San Joaquin County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11
"San Luis Obispo County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43
"San Mateo County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,65
"Santa Barbara County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59
"Santa Barbara County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11
"Santa Clara County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,118
"Santa Clara County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14
"Santa Cruz County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38
"Shasta County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22
"Siskiyou County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13
"Solano County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49
"Sonoma County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,71
"Stanislaus County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,97
"Tulare County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42
"Tuolumne County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19
"Ventura County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,106
"Ventura County, CA",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13
"Yolo County, CA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26
"Adams County, CO",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67
"Adams County, CO",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17
"Arapahoe County, CO",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,81
"Arapahoe County, CO",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17
"Boulder County, CO",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32
"Denver County, CO",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,107
"Douglas County, CO",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18
"El Paso County, CO",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,119
"El Paso County, CO",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24
"Jefferson County, CO",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67
"Jefferson County, CO",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18
"Larimer County, CO",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40
"Las Animas County, CO",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11
"Mesa County, CO",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26
"Pueblo County, CO",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44
"Weld County, CO",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26
"Weld County, CO",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13
"Fairfield County, CT",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,125
"Fairfield County, CT",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12
"Hartford County, CT",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,189
"Hartford County, CT",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18
"Litchfield County, CT",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,54
"Middlesex County, CT",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40
"New Haven County, CT",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,192
"New Haven County, CT",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17
"New London County, CT",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67
"New London County, CT",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10
"Tolland County, CT",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23
"Windham County, CT",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30
"Kent County, DE",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34
"New Castle County, DE",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95
"New Castle County, DE",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11
"Sussex County, DE",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,40
"District of Columbia, DC",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,114
"Alachua County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23
"Bay County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25
"Brevard County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,132
"Brevard County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23
"Broward County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,252
"Broward County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,27
"Charlotte County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11
"Citrus County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25
"Clay County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41
"Collier County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48
"Columbia County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10
"Duval County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,146
"Duval County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23
"Escambia County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51
"Flagler County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11
"Hernando County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27
"Hillsborough County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,156
"Hillsborough County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20
"Indian River County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17
"Lake County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,38
"Lake County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10
"Lee County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,90
"Lee County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12
"Leon County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14
"Manatee County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,137
"Manatee County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11
"Marion County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42
"Martin County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23
"Miami-Dade County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,169
"Miami-Dade County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,33
"Monroe County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19
"Okaloosa County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39
"Okeechobee County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10
"Orange County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,173
"Orange County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22
"Osceola County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37
"Palm Beach County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,263
"Palm Beach County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,54
"Pasco County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95
"Pasco County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18
"Pinellas County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,161
"Pinellas County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29
"Polk County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,86
"Polk County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10
"St. Johns County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17
"St. Lucie County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41
"St. Lucie County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10
"Santa Rosa County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22
"Sarasota County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,83
"Sarasota County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13
"Seminole County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53
"Seminole County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10
"Sumter County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12
"Volusia County, FL",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,84
"Volusia County, FL",2015.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14
"Bartow County, GA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18
"Bibb County, GA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14
"Carroll County, GA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18
"Catoosa County, GA",2015.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12
