County,Year,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths
"Baldwin County, AL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Jefferson County, AL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0
"Madison County, AL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Mobile County, AL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Montgomery County, AL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Morgan County, AL",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Anchorage Borough, AK",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,26.0
"Kenai Peninsula Borough, AK",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Maricopa County, AZ",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,320.0
"Maricopa County, AZ",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,65.0
"Maricopa County, AZ",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,32.0
"Mohave County, AZ",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Navajo County, AZ",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0
"Pima County, AZ",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,132.0
"Pima County, AZ",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0
"Pinal County, AZ",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Yavapai County, AZ",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0
"Yavapai County, AZ",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Yavapai County, AZ",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,12.0
"Pulaski County, AR",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0
"Pulaski County, AR",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,18.0
"Alameda County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,113.0
"Alameda County, CA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0
"Butte County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0
"Contra Costa County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0
"Contra Costa County, CA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0
"El Dorado County, CA",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0
"Fresno County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,85.0
"Humboldt County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0
"Imperial County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0
"Kern County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,75.0
"Kern County, CA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0
"Kings County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Los Angeles County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,542.0
"Los Angeles County, CA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,91.0
"Los Angeles County, CA",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,32.0
"Madera County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Marin County, CA",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0
"Merced County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0
"Monterey County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Orange County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,161.0
"Orange County, CA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,62.0
"Orange County, CA",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0
"Placer County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Riverside County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,140.0
"Riverside County, CA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,25.0
"Sacramento County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,135.0
"Sacramento County, CA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,29.0
"Sacramento County, CA",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0
"San Bernardino County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"San Bernardino County, CA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,30.0
"San Bernardino County, CA",2004.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,10.0
"San Diego County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,225.0
"San Diego County, CA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,61.0
"San Francisco County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,74.0
"San Francisco County, CA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0
"San Joaquin County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0
"San Joaquin County, CA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"San Luis Obispo County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0
"San Mateo County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0
"Santa Barbara County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0
"Santa Clara County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,87.0
"Santa Clara County, CA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0
"Santa Cruz County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Shasta County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Solano County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0
"Sonoma County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,48.0
"Stanislaus County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,66.0
"Stanislaus County, CA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0
"Tulare County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,39.0
"Tuolumne County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0
"Ventura County, CA",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0
"Ventura County, CA",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0
"Adams County, CO",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0
"Adams County, CO",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0
"Arapahoe County, CO",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,49.0
"Arapahoe County, CO",2004.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0
"Boulder County, CO",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0
"Denver County, CO",2004.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,94.0
